"","Name","Location","Cuisine","Longitude","Latitude","Award","Explanation","Min_Price","Max_Price","Country"
"2911","August","Bad Nenndorf","International, Modern Cuisine",9.33416,52.3456,"Bib Gourmand","Good food at moderate prices",33.124,63.882,"Germany"
"2912","Schwarzberghof","Dachau","Market Cuisine, Country cooking",11.4204439,48.2697601,"Bib Gourmand","Good food at moderate prices",31.941,92.274,"Germany"
"2913","Landgasthaus Gidibauer-Hof","Hauzenberg","Country cooking",13.6234676,48.644564,"Bib Gourmand","Good food at moderate prices",33.124,54.418,"Germany"
"2914","Auers Schlosswirtschaft","Neubeuern","Country cooking",12.1349498,47.7798647,"Bib Gourmand","Good food at moderate prices",68.614,68.614,"Germany"
"2915","Salt & Silver Levante","Hamburg","Middle Eastern",9.9587661,53.5465467,"Bib Gourmand","Good food at moderate prices",66.248,66.248,"Germany"
"2916","Landgasthof Schwanen","Bad Bellingen","Country cooking",7.5570685,47.7321512,"Bib Gourmand","Good food at moderate prices",23.66,70.98,"Germany"
"2917","Aldingers","Fellbach","International, Country cooking",9.2776278,48.806266,"Bib Gourmand","Good food at moderate prices",54.418,68.614,"Germany"
"2918","Dorfstube","Sonnenbühl","Country cooking, Market Cuisine",9.1943389,48.3505257,"Bib Gourmand","Good food at moderate prices",66.248,66.248,"Germany"
"2919","Capricorn [ i ] Aries Brasserie","Cologne","Classic French",6.9621745,50.9206523,"Bib Gourmand","Good food at moderate prices",41.405,68.614,"Germany"
"2920","Landgasthaus Hirsch","Winterbach","Country cooking",9.4484008,48.7846869,"Bib Gourmand","Good food at moderate prices",41.405,73.346,"Germany"
"2921","Nil","Hamburg","International",9.9632635,53.5563348,"Bib Gourmand","Good food at moderate prices",42.588,68.614,"Germany"
"2922","Aschbacher Hof","Feldkirchen-Westerham","Market Cuisine, Bavarian",11.8183901,47.9182288,"Bib Gourmand","Good food at moderate prices",29.575,66.248,"Germany"
"2923","Zur Krone","Großheubach","Market Cuisine",9.2250855,49.7249645,"Bib Gourmand","Good food at moderate prices",31.941,106.47,"Germany"
"2924","Freihaus Brenner","Bad Wiessee","Country cooking, Market Cuisine",11.7119674,47.7141723,"Bib Gourmand","Good food at moderate prices",86.359,86.359,"Germany"
"2925","Die Krone","Staufen im Breisgau","Country cooking, Market Cuisine",7.7309961,47.8823684,"Bib Gourmand","Good food at moderate prices",41.405,66.248,"Germany"
"2926","Erbgericht Tautewalde","Wilthen","International, Market Cuisine",14.3571739,51.0992903,"Bib Gourmand","Good food at moderate prices",39.039,73.346,"Germany"
"2927","Zur Krone","Freiamt","Country cooking, Home Cooking",7.8914622,48.1710672,"Bib Gourmand","Good food at moderate prices",30.758,59.15,"Germany"
"2928","Weedenhof","Jugenheim in Rheinhessen","Market Cuisine, Mediterranean Cuisine",8.0873792,49.8944814,"Bib Gourmand","Good food at moderate prices",44.954,73.346,"Germany"
"2929","Blume","Offenburg","Country cooking, Classic Cuisine",7.9688585,48.4837449,"Bib Gourmand","Good food at moderate prices",52.052,85.176,"Germany"
"2930","Long March Canteen","Berlin","Chinese, Cantonese",13.4310576,52.5029341,"Bib Gourmand","Good food at moderate prices",47.32,70.98,"Germany"
"2931","Das Fetzwerk","Oberstdorf","International, Country cooking",10.2707118,47.4053131,"Bib Gourmand","Good food at moderate prices",49.686,49.686,"Germany"
"2932","Mühlenhof","Friesenheim","Country cooking, Home Cooking",7.8996992,48.376981,"Bib Gourmand","Good food at moderate prices",46.137,59.15,"Germany"
"2933","La Corona","Ansbach","Market Cuisine, International",10.5744718,49.3022665,"Bib Gourmand","Good food at moderate prices",37.856,53.235,"Germany"
"2934","Landgasthof Hirschen","Hüfingen","Country cooking",8.464392,47.8704872,"Bib Gourmand","Good food at moderate prices",44.954,85.176,"Germany"
"2935","Die Pfarrwirtschaft","Endingen am Kaiserstuhl","Country cooking, International",7.7074253,48.1415903,"Bib Gourmand","Good food at moderate prices",46.137,74.529,"Germany"
"2936","HYGGE Brasserie & Bar","Hamburg","Country cooking",9.8744203,53.5650266,"Bib Gourmand","Good food at moderate prices",46.137,83.993,"Germany"
"2937","Fürstenfelder","Fürstenfeldbruck","Country cooking, Contemporary",11.2473851,48.1707619,"Bib Gourmand","Good food at moderate prices",33.124,72.163,"Germany"
"2938","Poppenborg's Stübchen","Harsewinkel","Traditional Cuisine",8.227436,51.9630813,"Bib Gourmand","Good food at moderate prices",79.261,79.261,"Germany"
"2939","Rührberger Hof","Grenzach-Wyhlen","Classic Cuisine",7.7056066,47.5689975,"Bib Gourmand","Good food at moderate prices",70.98,73.346,"Germany"
"2940","Schwab's Landgasthof","Schwarzach am Main","Country cooking",10.2311224,49.7995869,"Bib Gourmand","Good food at moderate prices",65.065,65.065,"Germany"
"2941","Landhaus Zum Rössle","Schwäbisch Hall","Market Cuisine, Mediterranean Cuisine",9.7855218,49.1377903,"Bib Gourmand","Good food at moderate prices",41.405,62.699,"Germany"
"2942","Gastwirtschaft Ferdinand Reuter","Rheda-Wiedenbrück","Market Cuisine",8.2910084,51.8540576,"Bib Gourmand","Good food at moderate prices",49.686,74.529,"Germany"
"2943","Sülbecker Krug","Nienstädt","Meats and Grills, International",9.1520453,52.2889268,"Bib Gourmand","Good food at moderate prices",117.117,117.117,"Germany"
"2944","Zum Goldenen Anker","Eggenstein-Leopoldshafen","Country cooking, Traditional Cuisine",8.3898405,49.0795086,"Bib Gourmand","Good food at moderate prices",43.771,76.895,"Germany"
"2945","Flux - Biorestaurant Werratal","Hann. Münden","Country cooking",9.7159871,51.4024615,"Bib Gourmand","Good food at moderate prices",39.039,65.065,"Germany"
"2946","Gasthof Alpenrose","Samerberg","Country cooking",12.2336919,47.7762313,"Bib Gourmand","Good food at moderate prices",43.771,69.797,"Germany"
"2947","Gasthaus Wolters - Zur Börse","Wremen","Country cooking",8.5089606,53.6502089,"Bib Gourmand","Good food at moderate prices",37.856,66.248,"Germany"
"2948","Landgasthof Zur Post","Freiensteinau","Country cooking, Market Cuisine",9.3814693,50.4726756,"Bib Gourmand","Good food at moderate prices",26.026,49.686,"Germany"
"2949","Weinhaus Stern","Bürgstadt","Country cooking, Market Cuisine",9.269194,49.7147426,"Bib Gourmand","Good food at moderate prices",34.307,88.725,"Germany"
"2950","Gasthaus Scherz","Cologne","Austrian, Country cooking",6.9269568,50.9155229,"Bib Gourmand","Good food at moderate prices",41.405,87.542,"Germany"
"2951","Piccolo","Cologne","Classic Cuisine, Mediterranean Cuisine",7.0085988,50.8520729,"Bib Gourmand","Good food at moderate prices",46.137,59.15,"Germany"
"2952","Zum Rebstock","Kappelrodeck","Country cooking",8.1051264,48.5816292,"Bib Gourmand","Good food at moderate prices",44.954,81.627,"Germany"
"2953","mundart Restaurant","Saulheim","Classic Cuisine, Mediterranean Cuisine",8.1504159,49.8758822,"Bib Gourmand","Good food at moderate prices",75.712,85.176,"Germany"
"2954","Gutshof Andres","Kirchlauter","Country cooking, Market Cuisine",10.6953005,50.0506833,"Bib Gourmand","Good food at moderate prices",35.49,76.895,"Germany"
"2955","Gasthaus Goldener Stern","Friedberg","Country cooking, Market Cuisine",11.059657,48.3242031,"Bib Gourmand","Good food at moderate prices",46.137,76.895,"Germany"
"2956","Zum Vaas","Forstinning","Traditional Cuisine",11.8989304,48.1597254,"Bib Gourmand","Good food at moderate prices",79.261,79.261,"Germany"
"2957","Schwarzkopf","Frammersbach","Country cooking",9.4770678,50.0610785,"Bib Gourmand","Good food at moderate prices",43.771,67.431,"Germany"
"2958","Greifen-Post","Feuchtwangen","Market Cuisine, Country cooking",10.3314899,49.1678395,"Bib Gourmand","Good food at moderate prices",34.307,57.967,"Germany"
"2959","Gengs Linde","Stühlingen","Traditional Cuisine, Mediterranean Cuisine",8.3895025,47.7415974,"Bib Gourmand","Good food at moderate prices",49.686,59.15,"Germany"
"2960","Kamin- und Bauernstube","Bad Peterstal","Country cooking, Traditional Cuisine",8.2506409,48.4576319,"Bib Gourmand","Good food at moderate prices",34.307,88.725,"Germany"
"2961","die burg","Donaueschingen","Market Cuisine, Country cooking",8.5524568,47.9813093,"Bib Gourmand","Good food at moderate prices",59.15,147.875,"Germany"
"2962","Zum Kreuz","Sankt Märgen","Country cooking, Creative",8.1290991,47.9765364,"Bib Gourmand","Good food at moderate prices",35.49,100.555,"Germany"
"2963","Zum Caféwirt","Kirchdorf an der Amper","Market Cuisine, Country cooking",11.6570272,48.4602152,"Bib Gourmand","Good food at moderate prices",29.575,52.052,"Germany"
"2964","Zur Linde","Oberboihingen","Country cooking, Traditional Cuisine",9.3651236,48.6470197,"Bib Gourmand","Good food at moderate prices",56.784,62.699,"Germany"
"2965","LAMM","Bad Herrenalb","Country cooking, Traditional Cuisine",8.462163,48.8187923,"Bib Gourmand","Good food at moderate prices",41.405,70.98,"Germany"
"2966","Gasthaus Weißenbeck","Bergkirchen","Traditional Cuisine",11.3848389,48.2786488,"Bib Gourmand","Good food at moderate prices",56.784,67.431,"Germany"
"2967","Lamm","Muggensturm","International, Country cooking",8.2789106,48.866959,"Bib Gourmand","Good food at moderate prices",50.869,83.993,"Germany"
"2968","Lamm","Maselheim","Country cooking, Modern Cuisine",9.8699692,48.1534478,"Bib Gourmand","Good food at moderate prices",56.784,81.627,"Germany"
"2969","Michels Stern","Marktbreit","Country cooking, Home Cooking",10.1433009,49.6656949,"Bib Gourmand","Good food at moderate prices",41.405,55.601,"Germany"
"2970","Eggers","Sprockhövel","Country cooking, International",7.2459513,51.364078,"Bib Gourmand","Good food at moderate prices",30.758,73.346,"Germany"
"2971","Gasthof Blumenthal","Spalt","Country cooking",10.8869958,49.1973004,"Bib Gourmand","Good food at moderate prices",29.575,59.15,"Germany"
"2972","GERHARDS GENUSSGESELLSCHAFT","Koblenz","Classic Cuisine, International",7.6046533,50.3630316,"Bib Gourmand","Good food at moderate prices",55.601,70.98,"Germany"
"2973","Elefanten","Lauffen am Neckar","Country cooking, Classic Cuisine",9.1503916,49.0761065,"Bib Gourmand","Good food at moderate prices",70.98,70.98,"Germany"
"2974","Zur Glocke","Höchstädt an der Donau","Market Cuisine, Country cooking",10.567242,48.6122434,"Bib Gourmand","Good food at moderate prices",37.856,85.176,"Germany"
"2975","philipps","Hamburg","International",9.970912,53.5581119,"Bib Gourmand","Good food at moderate prices",67.431,93.457,"Germany"
"2976","Melkhus","Bad Malente-Gremsmühlen","Regional Cuisine, Market Cuisine",10.5770158,54.1638261,"Bib Gourmand","Good food at moderate prices",59.15,59.15,"Germany"
"2977","ROSE","Hayingen","Organic, Country cooking",9.432333,48.3198901,"Bib Gourmand","Good food at moderate prices",59.15,59.15,"Germany"
"2978","Schlachthof Brasserie","Saarbrücken","Meats and Grills",7.0148406,49.2251051,"Bib Gourmand","Good food at moderate prices",28.392,76.895,"Germany"
"2979","Dorf-Chronik","Maikammer","Market Cuisine, Country cooking",8.1317987,49.3047569,"Bib Gourmand","Good food at moderate prices",35.49,61.516,"Germany"
"2980","Kaisers Eck","Ahlbeck","International, Country cooking",14.189415,53.939882,"Bib Gourmand","Good food at moderate prices",43.771,80.444,"Germany"
"2981","Gaststube Zum Klosterbräu","Neuburg an der Donau","Bavarian, International",11.1423405,48.7832727,"Bib Gourmand","Good food at moderate prices",42.588,88.725,"Germany"
"2982","Chez Georges","Achern","Country cooking, Alsatian",8.0748218,48.6321426,"Bib Gourmand","Good food at moderate prices",33.124,70.98,"Germany"
"2983","Gasthaus Ödenturm","Cham","Country cooking, Mediterranean Cuisine",12.7038514,49.210919,"Bib Gourmand","Good food at moderate prices",33.124,65.065,"Germany"
"2984","Altdeutsches Restaurant","Dinkelsbühl","Country cooking, Market Cuisine",10.318943,49.0694959,"Bib Gourmand","Good food at moderate prices",36.673,74.529,"Germany"
"2985","Speisemeisterei Burgthalschenke","Vöhringen","Classic Cuisine, Country cooking",10.0993592,48.2881284,"Bib Gourmand","Good food at moderate prices",34.307,72.163,"Germany"
"2986","Landhaus Gräfenthal","Bindlach","Seasonal Cuisine, International",11.5539766,50.006343,"Bib Gourmand","Good food at moderate prices",70.98,70.98,"Germany"
"2987","Werners Restaurant","Küps","Mediterranean Cuisine, Country cooking",11.2749927,50.1929637,"Bib Gourmand","Good food at moderate prices",59.15,73.346,"Germany"
"2988","Stocks Restaurant","Hamburg","International, Seafood",10.0911825,53.6681184,"Bib Gourmand","Good food at moderate prices",28.392,81.627,"Germany"
"2989","Reck's","Salem","Country cooking, Market Cuisine",9.2967738,47.7582619,"Bib Gourmand","Good food at moderate prices",44.954,63.882,"Germany"
"2990","Landhaus Tanner","Waging am See","Country cooking",12.7426818,47.9319116,"Bib Gourmand","Good food at moderate prices",57.967,76.895,"Germany"
"2991","Tölzer Schießstätte - Hager","Wackersberg","Country cooking, Traditional Cuisine",11.5299634,47.7528472,"Bib Gourmand","Good food at moderate prices",49.686,55.601,"Germany"
"2992","Bärenkrug","Molfsee","Country cooking, Market Cuisine",10.0627798,54.2605149,"Bib Gourmand","Good food at moderate prices",73.346,80.444,"Germany"
"2993","Gärtnerei","Berlin","Modern Cuisine",13.394061,52.5287557,"Bib Gourmand","Good food at moderate prices",41.405,61.516,"Germany"
"2994","Kaminzimmer","Sankt Wendel","Meats and Grills, Regional Cuisine",7.1122737,49.4960182,"Bib Gourmand","Good food at moderate prices",43.771,100.555,"Germany"
"2995","Schloss Niederweis","Niederweis","Classic Cuisine",6.4649596,49.8702187,"Bib Gourmand","Good food at moderate prices",46.137,70.98,"Germany"
"2996","der Lennhof","Dortmund","Mediterranean Cuisine",7.426664,51.4769872,"Bib Gourmand","Good food at moderate prices",53.235,88.725,"Germany"
"2997","Rebstock","Bühlertal","Country cooking, Traditional Cuisine",8.189185,48.6843158,"Bib Gourmand","Good food at moderate prices",29.575,62.699,"Germany"
"2998","Zum Storchen","Waldkirch","Market Cuisine, Country cooking",7.9600901,48.0933818,"Bib Gourmand","Good food at moderate prices",55.601,82.81,"Germany"
"2999","Fährhaus","Dornum","Country cooking, Traditional Cuisine",7.3561764,53.6729297,"Bib Gourmand","Good food at moderate prices",82.81,82.81,"Germany"
"3000","Ponyhof","Gengenbach","Country cooking, Modern Cuisine",8.025932,48.412094,"Bib Gourmand","Good food at moderate prices",65.065,100.555,"Germany"
"3001","Vetter.","Stuttgart","Market Cuisine, Country cooking",9.1799389,48.7694339,"Bib Gourmand","Good food at moderate prices",65.065,65.065,"Germany"
"3002","Freihardt","Heroldsberg","International, Grills",11.1508744,49.5303657,"Bib Gourmand","Good food at moderate prices",46.137,99.372,"Germany"
"3003","Zur Sonne","Pappenheim","Country cooking",10.9737874,48.9335563,"Bib Gourmand","Good food at moderate prices",39.039,55.601,"Germany"
"3004","Almer Schlossmühle","Brilon","Seasonal Cuisine, Regional Cuisine",8.6247775,51.4593813,"Bib Gourmand","Good food at moderate prices",43.771,94.64,"Germany"
"3005","Zum Falken","Adelshofen","Country cooking, Market Cuisine",10.1152199,49.4477924,"Bib Gourmand","Good food at moderate prices",35.49,48.503,"Germany"
"3006","Büschker's Stuben","Vreden","Traditional Cuisine, International",6.7923156,52.080968,"Bib Gourmand","Good food at moderate prices",65.065,65.065,"Germany"
"3007","Gehrlein's Hardtwald","Neupotz","Country cooking, International",8.3131069,49.1221291,"Bib Gourmand","Good food at moderate prices",34.307,92.274,"Germany"
"3008","Königshafen","List","Traditional Cuisine, Country cooking",8.4353115,55.0200546,"Bib Gourmand","Good food at moderate prices",82.81,82.81,"Germany"
"3009","Zum Lamm","Neupotz","Classic Cuisine, International",8.3173627,49.1174557,"Bib Gourmand","Good food at moderate prices",73.346,73.346,"Germany"
"3010","Hoftaferne Neuburg","Neuburg am Inn","Country cooking",13.4494175,48.5074636,"Bib Gourmand","Good food at moderate prices",29.575,81.627,"Germany"
"3011","Im Kittchen","Bad Kreuznach","Mediterranean Cuisine, International",7.8554814,49.8473331,"Bib Gourmand","Good food at moderate prices",44.954,100.555,"Germany"
"3012","Weißes Roß","Illschwang","Country cooking, Market Cuisine",11.6842848,49.4480808,"Bib Gourmand","Good food at moderate prices",50.869,95.823,"Germany"
"3013","Gasthaus Polster","Erlangen","Country cooking, Traditional Cuisine",10.934337,49.59995,"Bib Gourmand","Good food at moderate prices",56.784,68.614,"Germany"
"3014","Villa Esche","Chemnitz","International, Contemporary",12.9003905,50.8150932,"Bib Gourmand","Good food at moderate prices",72.163,92.274,"Germany"
"3015","Renoir","Auerbach","Classic Cuisine",12.46294,50.509373,"Bib Gourmand","Good food at moderate prices",46.137,74.529,"Germany"
"3016","Berggasthaus Niedersachsen","Gehrden","Classic Cuisine, Home Cooking",9.5872063,52.3077768,"Bib Gourmand","Good food at moderate prices",43.771,105.287,"Germany"
"3017","Anne-Sophie","Künzelsau","International, Country cooking",9.6909185,49.2789069,"Bib Gourmand","Good food at moderate prices",42.588,70.98,"Germany"
"3018","Nußbaumerin","Berlin","Austrian, Traditional Cuisine",13.3129282,52.5013988,"Bib Gourmand","Good food at moderate prices",66.248,66.248,"Germany"
"3019","Krone","Steinenbronn","Market Cuisine, Regional Cuisine",9.1202761,48.6636584,"Bib Gourmand","Good food at moderate prices",69.797,82.81,"Germany"
"3020","Vier Jahreszeiten Restaurant Imhof","Illertissen","Market Cuisine, Country cooking",10.0897441,48.2130259,"Bib Gourmand","Good food at moderate prices",49.686,73.346,"Germany"
"3021","Anetseder","Hauzenberg","Country cooking, Home Cooking",13.5968499,48.6149666,"Bib Gourmand","Good food at moderate prices",35.49,65.065,"Germany"
"3022","Landgasthof Waldhorn","Auenwald","Market Cuisine",9.5331232,48.9274386,"Bib Gourmand","Good food at moderate prices",46.137,76.895,"Germany"
"3023","Schwögler","Bad Abbach","Contemporary, Fusion",12.0385027,48.9293657,"Bib Gourmand","Good food at moderate prices",44.954,81.627,"Germany"
"3024","Joseph Naus Stub'n","Garmisch-Partenkirchen","Country cooking",11.0904933,47.4916924,"Bib Gourmand","Good food at moderate prices",43.771,67.431,"Germany"
"3025","Seehaus","Dießen am Ammersee","International",11.0997022,47.9767109,"Bib Gourmand","Good food at moderate prices",47.32,76.895,"Germany"
"3026","Zur Mühle","Kürten","International",7.2691606,51.0536634,"Bib Gourmand","Good food at moderate prices",52.052,66.248,"Germany"
"3027","Sonne","Lautenbach","International, Country cooking",8.1157903,48.52044,"Bib Gourmand","Good food at moderate prices",50.869,75.712,"Germany"
"3028","Oechsle","Aschaffenburg","Traditional Cuisine",9.1406373,49.9784249,"Bib Gourmand","Good food at moderate prices",49.686,78.078,"Germany"
"3029","Brasserie Colette Tim Raue","Berlin","French",13.3394824,52.5009665,"Bib Gourmand","Good food at moderate prices",43.771,81.627,"Germany"
"3030","Heinzler","Immenstaad am Bodensee","Country cooking, Classic Cuisine",9.3553993,47.6610015,"Bib Gourmand","Good food at moderate prices",80.444,80.444,"Germany"
"3031","Bistro","Aachen","Classic Cuisine",6.183315,50.728385,"Bib Gourmand","Good food at moderate prices",33.124,63.882,"Germany"
"3032","Tausendgüldenstube","Aue","Country cooking, Market Cuisine",12.7016902,50.5864623,"Bib Gourmand","Good food at moderate prices",47.32,63.882,"Germany"
"3033","Mühlenhelle - Bistro","Gummersbach","Market Cuisine",7.5312635,50.9834035,"Bib Gourmand","Good food at moderate prices",42.588,69.797,"Germany"
"3034","Habbel's","Sprockhövel","International, Market Cuisine",7.2918817,51.3216969,"Bib Gourmand","Good food at moderate prices",44.954,76.895,"Germany"
"3035","Eiflers Zeiten","Euskirchen","Country cooking, International",6.850706,50.6224572,"Bib Gourmand","Good food at moderate prices",42.588,61.516,"Germany"
"3036","Fuggerei","Schwäbisch Gmünd","Market Cuisine, Country cooking",9.7967534,48.7982076,"Bib Gourmand","Good food at moderate prices",76.895,76.895,"Germany"
"3037","Geberts Weinstuben","Mainz","Classic Cuisine",8.2668271,50.0106221,"Bib Gourmand","Good food at moderate prices",66.248,66.248,"Germany"
"3038","Wirtsstube","Wernberg-Köblitz","Country cooking, Home Cooking",12.161095,49.539115,"Bib Gourmand","Good food at moderate prices",35.49,79.261,"Germany"
"3039","Graf Everstein","Polle","Country cooking, Classic Cuisine",9.4073978,51.8982686,"Bib Gourmand","Good food at moderate prices",66.248,66.248,"Germany"
"3040","Seehof","Immenstaad am Bodensee","Country cooking, Classic Cuisine",9.36679,47.66363,"Bib Gourmand","Good food at moderate prices",59.15,75.712,"Germany"
"3041","Torschänke","Dudeldorf","Country cooking, Regional Cuisine",6.6362885,49.97374,"Bib Gourmand","Good food at moderate prices",39.039,63.882,"Germany"
"3042","Dorfstuben","Baiersbronn","Country cooking, Market Cuisine",8.3269829,48.5206318,"Bib Gourmand","Good food at moderate prices",72.163,72.163,"Germany"
"3043","Bistro","Neuhütten","Country cooking",7.0113621,49.6425543,"Bib Gourmand","Good food at moderate prices",41.405,53.235,"Germany"
"3044","Sternenschanz","Ötisheim","Home Cooking, Country cooking",8.8139015,48.9659729,"Bib Gourmand","Good food at moderate prices",67.431,67.431,"Germany"
"3045","Talblick","Wildberg","Country cooking, Market Cuisine",8.7449979,48.6235613,"Bib Gourmand","Good food at moderate prices",40.222,117.117,"Germany"
"3046","Das Jagdhaus","Oberstdorf","Country cooking, Traditional Cuisine",10.2771504,47.4053722,"Bib Gourmand","Good food at moderate prices",47.32,70.98,"Germany"
"3047","Schäck's Adler","Elzach","Country cooking, Classic Cuisine",8.1420419,48.2135468,"Bib Gourmand","Good food at moderate prices",49.686,80.444,"Germany"
"3048","Zum Dückerstieg","Weingarten (Kreis Karlsruhe)","Country cooking, Market Cuisine",9.3492395,53.9472809,"Bib Gourmand","Good food at moderate prices",54.418,65.065,"Germany"
"3049","Feilmeiers Landleben","Windorf","Country cooking, International",13.224184,48.6694807,"Bib Gourmand","Good food at moderate prices",41.405,117.117,"Germany"
"3050","Daniel","Dresden","Classic Cuisine",13.7775375,51.0509163,"Bib Gourmand","Good food at moderate prices",46.137,67.431,"Germany"
"3051","Diergardts Kühler Grund","Hattingen","Classic Cuisine, Market Cuisine",7.2049366,51.4051276,"Bib Gourmand","Good food at moderate prices",22.477,93.457,"Germany"
"3052","Zur Flottbeker Schmiede","Hamburg","Portuguese, Mediterranean Cuisine",9.8649527,53.5566991,"Bib Gourmand","Good food at moderate prices",43.771,43.771,"Germany"
"3053","Alter Esel","Marktbreit","Market Cuisine, International",10.1436796,49.6675219,"Bib Gourmand","Good food at moderate prices",53.235,83.993,"Germany"
"3054","Gaststube","Höchst im Odenwald","Country cooking, Traditional Cuisine",8.9810497,49.81082,"Bib Gourmand","Good food at moderate prices",41.405,61.516,"Germany"
"3055","Krone","Inzlingen","Market Cuisine, Country cooking",7.685173,47.5881908,"Bib Gourmand","Good food at moderate prices",52.052,98.189,"Germany"
"3056","Landhaus Lebert","Windelsbach","Country cooking",10.2994884,49.3996191,"Bib Gourmand","Good food at moderate prices",47.32,114.751,"Germany"
"3057","Pades Restaurant","Verden","Country cooking, International",9.2299413,52.9169388,"Bib Gourmand","Good food at moderate prices",42.588,78.078,"Germany"
"3058","esskunst","Schwarzenfeld","Modern Cuisine, Market Cuisine",12.1388095,49.38906,"Bib Gourmand","Good food at moderate prices",43.771,52.052,"Germany"
"3059","Grüner Wald","Neuhausen","Country cooking, International",8.7698771,48.8182571,"Bib Gourmand","Good food at moderate prices",70.98,70.98,"Germany"
"3060","Knippschild","Rüthen","Country cooking, Seasonal Cuisine",8.4233956,51.4520698,"Bib Gourmand","Good food at moderate prices",63.882,63.882,"Germany"
"3061","Landhotel Krone","Heitersheim","Market Cuisine, Regional Cuisine",7.6616342,47.8718527,"Bib Gourmand","Good food at moderate prices",54.418,82.81,"Germany"
"3062","Rössle","Elzach","Country cooking, International",8.0717333,48.1729463,"Bib Gourmand","Good food at moderate prices",43.771,62.699,"Germany"
"3063","Bistro Fatal","Düsseldorf","French",6.8076582,51.2294557,"Bib Gourmand","Good food at moderate prices",57.967,61.516,"Germany"
"3064","Lucky Leek","Berlin","Vegan",13.4166017,52.5349899,"Bib Gourmand","Good food at moderate prices",46.137,74.529,"Germany"
"3065","Gasthaus","Lahr","Country cooking, Market Cuisine",7.924922,48.3299999,"Bib Gourmand","Good food at moderate prices",44.954,52.052,"Germany"
"3066","Bar Mural","Munich","Contemporary, International",11.5788632,48.1469093,"Bib Gourmand","Good food at moderate prices",44.954,88.725,"Germany"
"3067","Lindenhof","Emsdetten","Country cooking, Mediterranean Cuisine",7.5316,52.1781706,"Bib Gourmand","Good food at moderate prices",46.137,70.98,"Germany"
"3068","Landgasthof Mange","Klettgau","Market Cuisine, Country cooking",8.4152956,47.6242707,"Bib Gourmand","Good food at moderate prices",63.882,63.882,"Germany"
"3069","Ménage Bar","Munich","Creative, Modern Cuisine",11.5780118,48.1326209,"Bib Gourmand","Good food at moderate prices",46.137,76.895,"Germany"
"3070","Weinhaus Anker","Marktheidenfeld","French, Country cooking",9.6003008,49.8456206,"Bib Gourmand","Good food at moderate prices",46.137,124.215,"Germany"
"3071","Landhaus Hohenlohe","Rot am See","Mediterranean Cuisine, Country cooking",10.0192513,49.2543091,"Bib Gourmand","Good food at moderate prices",76.895,106.47,"Germany"
"3072","Chicha","Berlin","Peruvian",13.4278887,52.4932823,"Bib Gourmand","Good food at moderate prices",36.673,70.98,"Germany"
"3073","Brasserie Colette Tim Raue","Constance","French",9.1766198,47.6607406,"Bib Gourmand","Good food at moderate prices",81.627,81.627,"Germany"
"3074","Beesten","Rheine","Classic Cuisine, Market Cuisine",7.4282786,52.2828443,"Bib Gourmand","Good food at moderate prices",43.771,81.627,"Germany"
"3075","Die Halde","Oberried","Country cooking, Market Cuisine",7.8929768,47.8918398,"Bib Gourmand","Good food at moderate prices",48.503,69.797,"Germany"
"3076","Gasthaus Sternen Post","Oberried","Country cooking, Market Cuisine",7.9531819,47.9348214,"Bib Gourmand","Good food at moderate prices",53.235,92.274,"Germany"
"3077","Gasthaus Egertal","Weissenstadt","Country cooking, International",11.889308,50.099498,"Bib Gourmand","Good food at moderate prices",69.797,74.529,"Germany"
"3078","möbius","Schwetzingen","Modern Cuisine",8.5818304,49.3854144,"Bib Gourmand","Good food at moderate prices",54.418,112.385,"Germany"
"3079","bistronauten","Weinheim","Market Cuisine",8.6653164,49.5489714,"Bib Gourmand","Good food at moderate prices",43.771,54.418,"Germany"
"3080","Gasthaus Assenmacher","Altenahr","International",6.991215,50.5168466,"Bib Gourmand","Good food at moderate prices",43.771,115.934,"Germany"
"3081","Schorse im Leineschloss","Hanover","International, Regional Cuisine",9.7338549,52.3700378,"Bib Gourmand","Good food at moderate prices",37.856,66.248,"Germany"
"3082","Kuro Mori","Freiburg im Breisgau","Asian Influences, Contemporary",7.8494887,47.994265,"Bib Gourmand","Good food at moderate prices",37.856,97.006,"Germany"
"3083","Genusswerkstatt","Einbeck","International, Country cooking",9.8600207,51.8200046,"Bib Gourmand","Good food at moderate prices",54.418,75.712,"Germany"
"3084","Gasthaus Stromberg","Waltrop","Market Cuisine, Country cooking",7.397321,51.623505,"Bib Gourmand","Good food at moderate prices",63.882,63.882,"Germany"
"3085","Lazarus Stube im Oberschwäbischen Hof","Schwendi","Market Cuisine, Country cooking",9.975697,48.1759407,"Bib Gourmand","Good food at moderate prices",61.516,61.516,"Germany"
"3086","Ostiner Stub'n","Gmund am Tegernsee","International, Market Cuisine",11.7608816,47.7456562,"Bib Gourmand","Good food at moderate prices",49.686,105.287,"Germany"
"3087","Alte Posthalterei","Zorneding","Market Cuisine",11.8226984,48.0836356,"Bib Gourmand","Good food at moderate prices",40.222,76.895,"Germany"
"3088","Zur Krone","Gottenheim","Country cooking, Market Cuisine",7.7246956,48.0483443,"Bib Gourmand","Good food at moderate prices",43.771,76.895,"Germany"
"3089","Torkel","Nonnenhorn","Market Cuisine",9.6114549,47.5755272,"Bib Gourmand","Good food at moderate prices",46.137,152.607,"Germany"
