"","X","Name","Location","Cuisine","Longitude","Latitude","Award","Explanation","Min_Price...","Max_Price...","Country"
"2497",2497,"Auberge de la Charme","Prenois","Creative",4.8989819,47.3758124,"1 MICHELIN Star","Very good cooking in its category",59.15,113.568,"France"
"2498",2498,"JAN","Nice","Creative",7.2848004,43.6998945,"1 MICHELIN Star","Very good cooking in its category",107.653,171.535,"France"
"2499",2499,"Les Oliviers","Bandol","Modern Cuisine",5.75118,43.1331,"1 MICHELIN Star","Very good cooking in its category",94.64,176.267,"France"
"2500",2500,"Le Village","Marly-le-Roi","Modern Cuisine",2.0941041,48.8672449,"1 MICHELIN Star","Very good cooking in its category",75.712,301.665,"France"
"2501",2501,"Le Pavillon - Hôtel Westminster","Le Touquet-Paris-Plage","Creative",1.5905459,50.522305,"1 MICHELIN Star","Very good cooking in its category",118.3,153.79,"France"
"2502",2502,"Alan Geaam","Paris","Creative",2.2923267,48.8714855,"1 MICHELIN Star","Very good cooking in its category",68.614,151.424,"France"
"2503",2503,"Nicolas Carro - Hôtel de Carantec","Carantec","Modern Cuisine",-3.9127356,48.6706639,"1 MICHELIN Star","Very good cooking in its category",39.039,141.96,"France"
"2504",2504,"Divellec","Paris","Seafood",2.3114674,48.8610318,"1 MICHELIN Star","Very good cooking in its category",201.11,201.11,"France"
"2505",2505,"Maison Decoret","Vichy","Creative",3.4192286,46.1246273,"1 MICHELIN Star","Very good cooking in its category",56.784,165.62,"France"
"2506",2506,"Château du Mont Joly","Sampans","Modern Cuisine",5.45684,47.12314,"1 MICHELIN Star","Very good cooking in its category",57.967,136.045,"France"
"2507",2507,"1741","Strasbourg","Modern Cuisine, Creative",7.7535855,48.5805804,"1 MICHELIN Star","Very good cooking in its category",53.235,183.365,"France"
"2508",2508,"Au Déjeuner de Sousceyrac","Sousceyrac-en-Quercy","Classic Cuisine",2.0358766,44.8726659,"1 MICHELIN Star","Very good cooking in its category",35.49,118.3,"France"
"2509",2509,"La Table Breizh Café","Cancale","Modern Cuisine",-1.8517181,48.6708737,"1 MICHELIN Star","Very good cooking in its category",65.065,112.385,"France"
"2510",2510,"Toya","Faulquemont","Creative",6.6275829,49.0561886,"1 MICHELIN Star","Very good cooking in its category",61.516,141.96,"France"
"2511",2511,"Fontevraud Le Restaurant","Fontevraud-l'Abbaye","Creative",0.0522555,47.1799509,"1 MICHELIN Star","Very good cooking in its category",88.725,88.725,"France"
"2512",2512,"Loiseau des Ducs","Dijon","Modern Cuisine",5.0412635,47.3209005,"1 MICHELIN Star","Very good cooking in its category",65.065,151.424,"France"
"2513",2513,"Rustique","Lyon","Creative",4.8262876,45.7520626,"1 MICHELIN Star","Very good cooking in its category",94.64,94.64,"France"
"2514",2514,"Ô Saveurs","Rouffiac-Tolosan","Modern Cuisine",1.524975,43.664,"1 MICHELIN Star","Very good cooking in its category",35.49,115.934,"France"
"2515",2515,"Racines","Rennes","Modern Cuisine",-1.6826979,48.1075438,"1 MICHELIN Star","Very good cooking in its category",46.137,94.64,"France"
"2516",2516,"Les Agitateurs","Nice","Creative",7.2843229,43.7005783,"1 MICHELIN Star","Very good cooking in its category",57.967,140.777,"France"
"2517",2517,"Hostellerie de l'Abbaye de la Celle","La Celle","Mediterranean Cuisine",6.0405673,43.3938151,"1 MICHELIN Star","Very good cooking in its category",67.431,132.496,"France"
"2518",2518,"Au Souper Fin","Frichemesnil","Modern Cuisine",1.1393488,49.6225595,"1 MICHELIN Star","Very good cooking in its category",61.516,112.385,"France"
"2519",2519,"Clovis","Tourrettes-sur-Loup","Modern Cuisine",7.05873,43.7154,"1 MICHELIN Star","Very good cooking in its category",63.882,141.96,"France"
"2520",2520,"Atmosphères","Le Bourget-du-Lac","Creative",5.8524583,45.6605093,"1 MICHELIN Star","Very good cooking in its category",70.98,189.28,"France"
"2521",2521,"Tentazioni","Bordeaux","Italian",-0.5816042,44.8435566,"1 MICHELIN Star","Very good cooking in its category",41.405,112.385,"France"
"2522",2522,"Armani Ristorante","Paris","Italian",2.3325851,48.8537124,"1 MICHELIN Star","Very good cooking in its category",177.45,236.6,"France"
"2523",2523,"A Casa di Ma","Lumio","Creative",8.8319727,42.5811346,"1 MICHELIN Star","Very good cooking in its category",153.79,207.025,"France"
"2524",2524,"Ima","Rennes","Creative",-1.684632,48.106684,"1 MICHELIN Star","Very good cooking in its category",65.065,118.3,"France"
"2525",2525,"Maison Kieny","Riedisheim","Modern Cuisine",7.3682191,47.749585,"1 MICHELIN Star","Very good cooking in its category",76.895,147.875,"France"
"2526",2526,"Hostellerie la Montagne","Colombey-les-Deux-Églises","Modern Cuisine",4.8877167,48.2227026,"1 MICHELIN Star","Very good cooking in its category",33.124,130.13,"France"
"2527",2527,"Les Explorateurs - Hôtel Pashmina","Val-Thorens","Modern Cuisine",6.5862441,45.2957656,"1 MICHELIN Star","Very good cooking in its category",112.385,212.94,"France"
"2528",2528,"Le Colombier","Offranville","Modern Cuisine",1.0455053,49.8730636,"1 MICHELIN Star","Very good cooking in its category",47.32,106.47,"France"
"2529",2529,"Le Passe Temps","Lyon","Creative",4.8492927,45.769939,"1 MICHELIN Star","Very good cooking in its category",69.797,128.947,"France"
"2530",2530,"Hervé Busset","Conques","Creative",2.3947792,44.5945,"1 MICHELIN Star","Very good cooking in its category",47.32,130.13,"France"
"2531",2531,"L'Écrin de Yohann Chapuis","Tournus","Creative, Modern Cuisine",4.9078059,46.5656876,"1 MICHELIN Star","Very good cooking in its category",88.725,207.025,"France"
"2532",2532,"Château de Pray","Amboise","Modern Cuisine",1.0160758,47.424971,"1 MICHELIN Star","Very good cooking in its category",69.797,141.96,"France"
"2533",2533,"En Pleine Nature","Quint-Fonsegrives","Modern Cuisine",1.5295482,43.5853642,"1 MICHELIN Star","Very good cooking in its category",37.856,97.006,"France"
"2534",2534,"Château de Sully","Bayeux","Modern Cuisine",-0.7316203,49.2993518,"1 MICHELIN Star","Very good cooking in its category",81.627,140.777,"France"
"2535",2535,"Yam'Tcha","Paris","Creative",2.341813,48.8615065,"1 MICHELIN Star","Very good cooking in its category",177.45,177.45,"France"
"2536",2536,"Il Cortile","Mulhouse","Mediterranean Cuisine, Italian",7.3339923,47.7476982,"1 MICHELIN Star","Very good cooking in its category",42.588,136.045,"France"
"2537",2537,"Le Cap","Saint-Jean-Cap-Ferrat","Creative",7.33063,43.6774405,"1 MICHELIN Star","Very good cooking in its category",186.914,236.6,"France"
"2538",2538,"Oka","Paris","Creative",2.3460191,48.8402017,"1 MICHELIN Star","Very good cooking in its category",153.79,153.79,"France"
"2539",2539,"La Table de Philippe Girardon","Chonas-l'Amballan","Modern Cuisine",4.8114519,45.456917,"1 MICHELIN Star","Very good cooking in its category",94.64,171.535,"France"
"2540",2540,"Guy Lassausaie","Chasselay","Modern Cuisine",4.77066,45.87267,"1 MICHELIN Star","Very good cooking in its category",92.274,147.875,"France"
"2541",2541,"Flaveurs","Valence","Modern Cuisine",4.8909199,44.9326634,"1 MICHELIN Star","Very good cooking in its category",44.954,115.934,"France"
"2542",2542,"La Pomme d'Api","Saint-Pol-de-Léon","Creative",-3.9871351,48.6842867,"1 MICHELIN Star","Very good cooking in its category",34.307,145.509,"France"
"2543",2543,"Terre-Mer au Domaine de Kerdrain","Auray","Modern Cuisine",-2.9893083,47.6677051,"1 MICHELIN Star","Very good cooking in its category",43.771,112.385,"France"
"2544",2544,"Helen","Paris","Seafood",2.3041705,48.8751015,"1 MICHELIN Star","Very good cooking in its category",56.784,201.11,"France"
"2545",2545,"L'O des Vignes","Fuissé","Modern Cuisine",4.743411,46.280083,"1 MICHELIN Star","Very good cooking in its category",40.222,118.3,"France"
"2546",2546,"Mon Plaisir","Chamesol","Modern Cuisine",6.8272117,47.3466011,"1 MICHELIN Star","Very good cooking in its category",57.967,130.13,"France"
"2547",2547,"Le Pot d'Étain","Danjoutin","Modern Cuisine",6.8592762,47.6160064,"1 MICHELIN Star","Very good cooking in its category",49.686,149.058,"France"
"2548",2548,"Le Relais des Moines","Les Arcs","Modern Cuisine",6.49026,43.46639,"1 MICHELIN Star","Very good cooking in its category",69.797,139.594,"France"
"2549",2549,"Les Terrasses de Lyon","Lyon","Modern Cuisine",4.825745,45.76325,"1 MICHELIN Star","Very good cooking in its category",57.967,141.96,"France"
"2550",2550,"Ivan Vautier","Caen","Modern Cuisine",-0.3905952,49.174106,"1 MICHELIN Star","Very good cooking in its category",56.784,141.96,"France"
"2551",2551,"Le Brittany","Roscoff","Modern Cuisine, Regional Cuisine",-3.9718816,48.7245609,"1 MICHELIN Star","Very good cooking in its category",100.555,189.28,"France"
"2552",2552,"La Dame de Pic","Paris","Creative",2.3412069,48.8613303,"1 MICHELIN Star","Very good cooking in its category",106.47,195.195,"France"
"2553",2553,"Le France","Villers-le-Lac","Modern Cuisine",6.6704063,47.0594007,"1 MICHELIN Star","Very good cooking in its category",30.758,111.202,"France"
"2554",2554,"Le Manoir du Lys","Bagnoles-de-l'Orne","Modern Cuisine",-0.4448214,48.561985,"1 MICHELIN Star","Very good cooking in its category",88.725,141.96,"France"
"2555",2555,"La Bastide Saint-Antoine","Grasse","Provençal",6.9257262,43.6454752,"1 MICHELIN Star","Very good cooking in its category",85.176,228.319,"France"
"2556",2556,"Moulin d'Alotz","Arcangues","Creative, Modern Cuisine",-1.5384599,43.421455,"1 MICHELIN Star","Very good cooking in its category",92.274,123.032,"France"
"2557",2557,"Les Rosiers","Biarritz","Modern Cuisine",-1.55351,43.46761,"1 MICHELIN Star","Very good cooking in its category",47.32,147.875,"France"
"2558",2558,"Le Sergent Recruteur","Paris","Modern Cuisine",2.3560682,48.8519498,"1 MICHELIN Star","Very good cooking in its category",57.967,189.28,"France"
"2559",2559,"Auberge de la Brie","Couilly-Pont-aux-Dames","Modern Cuisine",2.8561362,48.885819,"1 MICHELIN Star","Very good cooking in its category",75.712,112.385,"France"
"2560",2560,"Automne","Paris","Modern Cuisine",2.3816,48.85588,"1 MICHELIN Star","Very good cooking in its category",53.235,147.875,"France"
"2561",2561,"L'Orangerie","Paris","Modern Cuisine",2.30105,48.86858,"1 MICHELIN Star","Very good cooking in its category",100.555,195.195,"France"
"2562",2562,"Le Belvédère","Bozouls","Modern Cuisine",2.71992,44.47275,"1 MICHELIN Star","Very good cooking in its category",56.784,139.594,"France"
"2563",2563,"La Gourmandière - La Table d'Olivier","Vannes","Modern Cuisine",-2.7428099,47.6701845,"1 MICHELIN Star","Very good cooking in its category",73.346,112.385,"France"
"2564",2564,"Le Manoir de la Régate","Nantes","Modern Cuisine",-1.5263375,47.2936105,"1 MICHELIN Star","Very good cooking in its category",47.32,118.3,"France"
"2565",2565,"Le Haut-Allier","Alleyras","Modern Cuisine",3.67271,44.9183,"1 MICHELIN Star","Very good cooking in its category",68.614,130.13,"France"
"2566",2566,"Michel Trama","Puymirol","Creative",0.7973007,44.1870457,"1 MICHELIN Star","Very good cooking in its category",100.555,248.43,"France"
"2567",2567,"La Huchette","Replonges","Modern Cuisine",4.8826914,46.2987913,"1 MICHELIN Star","Very good cooking in its category",80.444,130.13,"France"
"2568",2568,"Maximin Hellio","Deauville","Modern Cuisine",0.0770849,49.3592817,"1 MICHELIN Star","Very good cooking in its category",56.784,141.96,"France"
"2569",2569,"Le Millénaire","Reims","Modern Cuisine, Classic Cuisine",4.0341286,49.2561358,"1 MICHELIN Star","Very good cooking in its category",53.235,189.28,"France"
"2570",2570,"L'Atelier Alexandre Bousquet","Biarritz","Modern Cuisine, Creative",-1.5446149,43.4499578,"1 MICHELIN Star","Very good cooking in its category",49.686,124.215,"France"
"2571",2571,"Le Sénéchal","Sauveterre-de-Rouergue","Modern Cuisine",2.3182037,44.2200424,"1 MICHELIN Star","Very good cooking in its category",59.15,183.365,"France"
"2572",2572,"Ursus","Tignes","Creative",6.9011983,45.4579161,"1 MICHELIN Star","Very good cooking in its category",115.934,175.084,"France"
"2573",2573,"La Table d'Hôtes - La Rôtisserie du Chambertin","Gevrey-Chambertin","Modern Cuisine",4.9696166,47.223991,"1 MICHELIN Star","Very good cooking in its category",65.065,100.555,"France"
"2574",2574,"L'Ours","Vincennes","Modern Cuisine, Creative",2.4367513,48.8476098,"1 MICHELIN Star","Very good cooking in its category",70.98,141.96,"France"
"2575",2575,"Logis de la Cadène","Saint-Emilion","Modern Cuisine",-0.15563,44.89368,"1 MICHELIN Star","Very good cooking in its category",52.052,124.215,"France"
"2576",2576,"Le Grand Cap","Leucate","Modern Cuisine",3.0574165,42.9116856,"1 MICHELIN Star","Very good cooking in its category",53.235,136.045,"France"
"2577",2577,"Jérémy Galvan","Lyon","Creative",4.8264211,45.7621837,"1 MICHELIN Star","Very good cooking in its category",76.895,147.875,"France"
"2578",2578,"Gordon Ramsay au Trianon","Versailles","Creative",2.1209203,48.8112259,"1 MICHELIN Star","Very good cooking in its category",176.267,223.587,"France"
"2579",2579,"SEPT","Toulouse","Modern Cuisine",1.44152,43.60878,"1 MICHELIN Star","Very good cooking in its category",92.274,141.96,"France"
"2580",2580,"Nakatani","Paris","Modern Cuisine",2.3196445,48.8482237,"1 MICHELIN Star","Very good cooking in its category",100.555,195.195,"France"
"2581",2581,"ONA","Arès","Vegan",-1.140237,44.766324,"1 MICHELIN Star","Very good cooking in its category",137.228,137.228,"France"
"2582",2582,"Maison Hache","Eygalières","Provençal",4.9499672,43.7609722,"1 MICHELIN Star","Very good cooking in its category",54.418,159.705,"France"
"2583",2583,"En Marge","Aureville","Creative",1.44087,43.49083,"1 MICHELIN Star","Very good cooking in its category",46.137,177.45,"France"
"2584",2584,"Le Clair de la Plume","Grignan","Modern Cuisine",4.9072086,44.4195028,"1 MICHELIN Star","Very good cooking in its category",136.045,159.705,"France"
"2585",2585,"Jérôme Feck","Châlons-en-Champagne","Modern Cuisine",4.3647659,48.9569474,"1 MICHELIN Star","Very good cooking in its category",81.627,156.156,"France"
"2586",2586,"Au Crocodile","Strasbourg","Classic Cuisine",7.747566,48.58372,"1 MICHELIN Star","Very good cooking in its category",115.934,163.254,"France"
"2587",2587,"L'Auberge de St-Rémy-de-Provence - Fanny Rey & Jonathan Wahid","Saint-Rémy-de-Provence","Modern Cuisine",4.8332816,43.7886522,"1 MICHELIN Star","Very good cooking in its category",236.6,236.6,"France"
"2588",2588,"La Liégeoise","Wimereux","Modern Cuisine",1.60709,50.76779,"1 MICHELIN Star","Very good cooking in its category",66.248,117.117,"France"
"2589",2589,"Auberge de l'Île Barbe","Lyon","Classic Cuisine",4.83339,45.79769,"1 MICHELIN Star","Very good cooking in its category",76.895,195.195,"France"
"2590",2590,"Lucas Carton","Paris","Modern Cuisine",2.3232442,48.8697476,"1 MICHELIN Star","Very good cooking in its category",88.725,218.855,"France"
"2591",2591,"Un Parfum de Gourmandise","Périgueux","Creative",0.73009,45.17756,"1 MICHELIN Star","Very good cooking in its category",68.614,105.287,"France"
"2592",2592,"Cibo","Dijon","Modern Cuisine",5.0455563,47.3219201,"1 MICHELIN Star","Very good cooking in its category",40.222,118.3,"France"
"2593",2593,"L'Ekrin by Laurent Azoulay","Méribel","Modern Cuisine",6.5673882,45.3937456,"1 MICHELIN Star","Very good cooking in its category",136.045,254.345,"France"
"2594",2594,"La Palmeraie - Château de Valmer","La Croix-Valmer","Modern Cuisine",6.588246,43.19189,"1 MICHELIN Star","Very good cooking in its category",100.555,183.365,"France"
"2595",2595,"La Balette","Collioure","Modern Cuisine",3.0890189,42.5244835,"1 MICHELIN Star","Very good cooking in its category",70.98,177.45,"France"
"2596",2596,"Duende","Nîmes","Modern Cuisine",4.3527079,43.8388191,"1 MICHELIN Star","Very good cooking in its category",189.28,242.515,"France"
"2597",2597,"L'Oustalet","Gigondas","Modern Cuisine",5.0044798,44.1636336,"1 MICHELIN Star","Very good cooking in its category",75.712,141.96,"France"
"2598",2598,"Le Pily","Cherbourg-en-Cotentin","Creative",-1.6197542,49.6390606,"1 MICHELIN Star","Very good cooking in its category",41.405,92.274,"France"
"2599",2599,"La Nouvelle Auberge","Wihr-au-Val","Modern Cuisine, Classic Cuisine",7.2079735,48.0461584,"1 MICHELIN Star","Very good cooking in its category",53.235,102.921,"France"
"2600",2600,"L'Anthocyane","Lannion","Modern Cuisine",-3.459947,48.7329096,"1 MICHELIN Star","Very good cooking in its category",35.49,100.555,"France"
"2601",2601,"La Promenade","Verfeil","Creative",1.6642575,43.666405,"1 MICHELIN Star","Very good cooking in its category",130.13,130.13,"France"
"2602",2602,"Choko Ona","Espelette","Modern Cuisine, Creative",-1.4447745,43.3416,"1 MICHELIN Star","Very good cooking in its category",30.758,85.176,"France"
"2603",2603,"Le Jardin des Plumes","Giverny","Creative",1.5259019,49.0755925,"1 MICHELIN Star","Very good cooking in its category",69.797,141.96,"France"
"2604",2604,"Palais Royal Restaurant","Paris","Creative, Modern Cuisine",2.3390068,48.865799,"1 MICHELIN Star","Very good cooking in its category",88.725,212.94,"France"
"2605",2605,"L'Aupiho - Domaine de Manville","Les Baux-de-Provence","Modern Cuisine",4.7974156,43.7358492,"1 MICHELIN Star","Very good cooking in its category",70.98,171.535,"France"
"2606",2606,"La Table de la Mainaz","Gex","Modern Cuisine",6.02385,46.36359,"1 MICHELIN Star","Very good cooking in its category",117.117,164.437,"France"
"2607",2607,"Frédéric Molina au Moulin de Léré","Vailly","Modern Cuisine",6.53959,46.30015,"1 MICHELIN Star","Very good cooking in its category",80.444,115.934,"France"
"2608",2608,"Le Carré d'Alethius","Charmes-sur-Rhône","Modern Cuisine",4.8333673,44.8613354,"1 MICHELIN Star","Very good cooking in its category",41.405,130.13,"France"
"2609",2609,"Solstice","Paris","Creative",2.3458979,48.8402902,"1 MICHELIN Star","Very good cooking in its category",88.725,141.96,"France"
"2610",2610,"Avel Vor","Port-Louis","Modern Cuisine",-3.3474837,47.7061536,"1 MICHELIN Star","Very good cooking in its category",44.954,139.594,"France"
"2611",2611,"La Rotonde","Charbonnières-les-Bains","Modern Cuisine",4.7319215,45.7874092,"1 MICHELIN Star","Very good cooking in its category",57.967,164.437,"France"
"2612",2612,"Château de Vault de Lugny","Vault-de-Lugny","Modern Cuisine",3.8548891,47.4956359,"1 MICHELIN Star","Very good cooking in its category",81.627,176.267,"France"
"2613",2613,"Pertica","Vendôme","Creative",1.0675882,47.7911977,"1 MICHELIN Star","Very good cooking in its category",75.712,130.13,"France"
"2614",2614,"Ze Kitchen Galerie","Paris","Creative",2.3412194,48.85513,"1 MICHELIN Star","Very good cooking in its category",56.784,136.045,"France"
"2615",2615,"La Closerie","Ansouis","Traditional Cuisine",5.4649088,43.7381545,"1 MICHELIN Star","Very good cooking in its category",50.869,92.274,"France"
"2616",2616,"Frenchie","Paris","Modern Cuisine",2.3478539,48.867722,"1 MICHELIN Star","Very good cooking in its category",76.895,124.215,"France"
"2617",2617,"L'Auberge Basque","Saint-Pée-sur-Nivelle","Creative",-1.5843119,43.3679206,"1 MICHELIN Star","Very good cooking in its category",70.98,144.326,"France"
"2618",2618,"Domaine du Colombier","Malataverne","Creative, Modern Cuisine",4.7429648,44.4688517,"1 MICHELIN Star","Very good cooking in its category",76.895,159.705,"France"
"2619",2619,"La Condesa","Paris","Creative",2.3427703,48.8784538,"1 MICHELIN Star","Very good cooking in its category",53.235,147.875,"France"
"2620",2620,"Le Gourmet de Sèze","Lyon","Classic Cuisine",4.8559442,45.7691128,"1 MICHELIN Star","Very good cooking in its category",47.32,136.045,"France"
"2621",2621,"Le Panoramic","Tignes","Traditional Cuisine, Savoyard",6.8735,45.4281,"1 MICHELIN Star","Very good cooking in its category",136.045,136.045,"France"
"2622",2622,"Pur' - Jean-François Rouquette","Paris","Creative",2.3305026,48.8685936,"1 MICHELIN Star","Very good cooking in its category",207.025,283.92,"France"
"2623",2623,"Bruno","Lorgues","Classic Cuisine",6.3794424,43.4699245,"1 MICHELIN Star","Very good cooking in its category",98.189,230.685,"France"
"2624",2624,"Vincent Favre Félix","Annecy","Creative",6.1416315,45.9177189,"1 MICHELIN Star","Very good cooking in its category",93.457,153.79,"France"
"2625",2625,"Château Blanchard","Chazelles-sur-Lyon","Modern Cuisine",4.38536,45.63602,"1 MICHELIN Star","Very good cooking in its category",81.627,153.79,"France"
"2626",2626,"Le Puits du Trésor","Lastours","Modern Cuisine",2.3787415,43.3346453,"1 MICHELIN Star","Very good cooking in its category",70.98,141.96,"France"
"2627",2627,"Transparence - La Table de Patrick Fréchin","Nancy","Modern Cuisine",6.1815009,48.6930152,"1 MICHELIN Star","Very good cooking in its category",47.32,106.47,"France"
"2628",2628,"L'Empreinte","Buxy","Modern Cuisine",4.6941996,46.7127086,"1 MICHELIN Star","Very good cooking in its category",41.405,117.117,"France"
"2629",2629,"René'Sens par Jean-François Bérard","La Cadière-d'Azur","Modern Cuisine",5.7570391,43.1965802,"1 MICHELIN Star","Very good cooking in its category",49.686,159.705,"France"
"2630",2630,"La Ribaudière","Bourg-Charente","Creative, Modern Cuisine",-0.22488,45.67357,"1 MICHELIN Star","Very good cooking in its category",66.248,144.326,"France"
"2631",2631,"L'Essentiel","Deauville","Modern Cuisine, Creative",0.0793655,49.3599505,"1 MICHELIN Star","Very good cooking in its category",41.405,93.457,"France"
"2632",2632,"Dominique Bouchet","Paris","Classic Cuisine",2.31413,48.87706,"1 MICHELIN Star","Very good cooking in its category",80.444,171.535,"France"
"2633",2633,"L'Observatoire du Gabriel","Bordeaux","Modern Cuisine, Creative",-0.5706004,44.841366,"1 MICHELIN Star","Very good cooking in its category",57.967,189.28,"France"
"2634",2634,"Le Marcq","Marcq-en-Barœul","Modern Cuisine",3.0976061,50.6624168,"1 MICHELIN Star","Very good cooking in its category",40.222,89.908,"France"
"2635",2635,"La Table du Gourmet","Riquewihr","Creative, Modern Cuisine",7.29731,48.16645,"1 MICHELIN Star","Very good cooking in its category",65.065,191.646,"France"
"2636",2636,"L'Axel","Fontainebleau","Modern Cuisine",2.6967392,48.4051841,"1 MICHELIN Star","Very good cooking in its category",59.15,189.28,"France"
"2637",2637,"Auberge Grand'Maison","Mûr-de-Bretagne","Traditional Cuisine",-2.9869249,48.201112,"1 MICHELIN Star","Very good cooking in its category",72.163,91.091,"France"
"2638",2638,"Lait Thym Sel","Angers","Creative",-0.56148,47.47502,"1 MICHELIN Star","Very good cooking in its category",108.836,108.836,"France"
"2639",2639,"La Grande Cascade","Paris","Modern Cuisine",2.2404327,48.862778,"1 MICHELIN Star","Very good cooking in its category",124.215,254.345,"France"
"2640",2640,"Haut Bonheur de la Table","Cassel","Modern Cuisine",2.4857285,50.7999474,"1 MICHELIN Star","Very good cooking in its category",56.784,70.98,"France"
"2641",2641,"Le Baudelaire","Paris","Modern Cuisine",2.3257735,48.8680116,"1 MICHELIN Star","Very good cooking in its category",73.346,177.45,"France"
"2642",2642,"Les Genêts","Brem-sur-Mer","Modern Cuisine",-1.8350415,46.605894,"1 MICHELIN Star","Very good cooking in its category",34.307,88.725,"France"
"2643",2643,"La Barbacane","Carcassonne","Classic Cuisine",2.3630689,43.2055139,"1 MICHELIN Star","Very good cooking in its category",53.235,153.79,"France"
"2644",2644,"Colette","Saint-Tropez","Modern Cuisine",6.65567,43.26579,"1 MICHELIN Star","Very good cooking in its category",125.398,172.718,"France"
"2645",2645,"Le Charlemagne","Pernand-Vergelesses","Creative",4.8497698,47.0772707,"1 MICHELIN Star","Very good cooking in its category",82.81,118.3,"France"
"2646",2646,"La Table d'Uzès","Uzès","Modern Cuisine",4.4213073,44.0128313,"1 MICHELIN Star","Very good cooking in its category",85.176,147.875,"France"
"2647",2647,"Soléna","Bordeaux","Modern Cuisine",-0.5903561,44.8405363,"1 MICHELIN Star","Very good cooking in its category",46.137,115.934,"France"
"2648",2648,"Albert 1er","Chamonix-Mont-Blanc","Classic Cuisine",6.8739886,45.9249264,"1 MICHELIN Star","Very good cooking in its category",100.555,208.208,"France"
"2649",2649,"Pollen","Avignon","Creative",4.8035568,43.9493415,"1 MICHELIN Star","Very good cooking in its category",41.405,94.64,"France"
"2650",2650,"L'Hysope","La Jarrie","Creative",-1.0098755,46.1295087,"1 MICHELIN Star","Very good cooking in its category",62.699,171.535,"France"
"2651",2651,"Le Jardin de Berne","Lorgues","Modern Cuisine",6.3570383,43.5074444,"1 MICHELIN Star","Very good cooking in its category",141.96,307.58,"France"
"2652",2652,"La Table - Hôtel Clarance","Lille","Modern Cuisine",3.0571817,50.638729,"1 MICHELIN Star","Very good cooking in its category",65.065,136.045,"France"
"2653",2653,"La Table des Merville","Castanet-Tolosan","Modern Cuisine",1.4983052,43.5151273,"1 MICHELIN Star","Very good cooking in its category",41.405,130.13,"France"
"2654",2654,"La Table du Connétable - Auberge du Jeu de Paume","Chantilly","Modern Cuisine",2.4797287,49.1945904,"1 MICHELIN Star","Very good cooking in its category",124.215,171.535,"France"
"2655",2655,"Le Donjon - Domaine Saint-Clair","Etretat","Modern Cuisine",0.21289,49.70639,"1 MICHELIN Star","Very good cooking in its category",41.405,130.13,"France"
"2656",2656,"Le Corot","Ville-d'Avray","Creative",2.1830307,48.8220549,"1 MICHELIN Star","Very good cooking in its category",112.385,177.45,"France"
"2657",2657,"Restaurant Pierre Grein","Manosque","Modern Cuisine",5.7991959,43.8316661,"1 MICHELIN Star","Very good cooking in its category",118.3,177.45,"France"
"2658",2658,"La Mère Germaine","Châteauneuf-du-Pape","Modern Cuisine",4.8315131,44.0557551,"1 MICHELIN Star","Very good cooking in its category",82.81,153.79,"France"
"2659",2659,"La Table de Castigno","Assignan","Modern Cuisine",2.8876408,43.3983603,"1 MICHELIN Star","Very good cooking in its category",65.065,130.13,"France"
"2660",2660,"La Table de la Ferme","Murtoli","Corsican, Modern Cuisine",8.9469027,41.5229756,"1 MICHELIN Star","Very good cooking in its category",360.815,360.815,"France"
"2661",2661,"Le Prince Noir - Vivien Durand","Lormont","Modern Cuisine",-0.5288223,44.8780815,"1 MICHELIN Star","Very good cooking in its category",70.98,147.875,"France"
"2662",2662,"Buerehiesel","Strasbourg","Modern Cuisine",7.7753396,48.59115,"1 MICHELIN Star","Very good cooking in its category",54.418,140.777,"France"
"2663",2663,"Villa de l'Étang Blanc","Seignosse","Modern Cuisine",-1.3616463,43.7016289,"1 MICHELIN Star","Very good cooking in its category",47.32,100.555,"France"
"2664",2664,"Le Gindreau","Saint-Médard","Creative",1.2913203,44.5383407,"1 MICHELIN Star","Very good cooking in its category",88.725,188.097,"France"
"2665",2665,"Auberge au Bœuf","Sessenheim","Modern Cuisine",7.9858523,48.7993778,"1 MICHELIN Star","Very good cooking in its category",44.954,120.666,"France"
"2666",2666,"Fleur de Pavé","Paris","Creative, Modern Cuisine",2.34333,48.8677,"1 MICHELIN Star","Very good cooking in its category",53.235,130.13,"France"
"2667",2667,"Auberge de Montfleury","Villeneuve-de-Berg","Modern Cuisine",4.4711772,44.5636155,"1 MICHELIN Star","Very good cooking in its category",35.49,115.934,"France"
"2668",2668,"Pierre Reboul","Aix-en-Provence","Creative",5.4047211,43.5084768,"1 MICHELIN Star","Very good cooking in its category",105.287,188.097,"France"
"2669",2669,"La Bonne Étape","Château-Arnoux","Provençal",6.010534,44.0935978,"1 MICHELIN Star","Very good cooking in its category",104.104,159.705,"France"
"2670",2670,"Le George","Paris","Italian",2.30105,48.86858,"1 MICHELIN Star","Very good cooking in its category",82.81,159.705,"France"
"2671",2671,"Alliance","Paris","Modern Cuisine",2.3532787,48.8500098,"1 MICHELIN Star","Very good cooking in its category",69.797,230.685,"France"
"2672",2672,"Nomicos","Paris","Modern Cuisine",2.2829104,48.8702241,"1 MICHELIN Star","Very good cooking in its category",65.065,191.646,"France"
"2673",2673,"Roscanvec","Vannes","Modern Cuisine",-2.7579707,47.6572181,"1 MICHELIN Star","Very good cooking in its category",44.954,130.13,"France"
